39.5139,0
39.7161,0
39.918,37
40.1196,12
40.3209,7
40.5218,2
40.7224,0
40.9227,19
41.1227,16
41.3224,0
41.5217,0
41.7208,21
41.9195,0
42.1179,0
42.316,8
42.5138,5
42.7113,0
42.9084,9
43.1053,9
43.3019,13
43.4982,23
43.6941,11
43.8898,0
44.0852,26
44.2803,23
44.4751,0
44.6696,20
44.8638,48
45.0577,0
45.2514,13
45.4447,0
45.6378,2
45.8306,15
46.0231,0
46.2153,0
46.4072,1
46.5989,5
46.7903,8
46.9814,13
47.1722,2
47.3628,28
47.5531,0
47.7431,0
47.9329,18
48.1223,4
48.3116,2
48.5005,20
48.6892,30
48.8776,0
49.0658,4
49.2537,0
49.4414,0
49.6288,2
49.8159,9
50.0028,10
50.1894,0
50.3757,10
50.5619,5
50.7477,14
50.9333,8
51.1187,19
51.3038,0
51.4887,6
51.6733,0
51.8577,0
52.0418,0
52.2257,0
52.4094,0
52.5928,12
52.7759,15
52.9589,0
53.1416,0
53.324,0
53.5062,29
53.6882,26
53.87,0
54.0515,12
54.2328,5
54.4138,0
54.5947,0
54.7753,3
54.9556,14
55.1358,0
55.3157,8
55.4954,13
55.6748,0
55.8541,0
56.0331,4
56.2119,2
56.3905,0
56.5688,5
56.747,0
56.9249,0
57.1026,12
57.2801,0
57.4574,3
57.6344,9
57.8113,14
57.9879,9
58.1643,0
58.3406,0
58.5166,0
58.6923,17
58.8679,33
59.0433,40
59.2185,15
59.3934,0
59.5682,13
59.7427,33
59.9171,25
60.0912,0
60.2652,6
60.4389,15
60.6125,19
60.7858,2
60.9589,0
61.1319,18
61.3046,13
61.4772,28
61.6495,0
61.8217,0
61.9936,26
62.1654,18
62.337,0
62.5084,28
62.6795,30
62.8505,26
63.0213,0
63.192,42
63.3624,7
63.5326,0
63.7027,14
63.8725,6
64.0422,0
64.2117,0
64.381,12
64.5502,8
64.7191,12
64.8878,11
65.0564,15
65.2248,29
65.393,0
65.5611,13
65.7289,28
65.8966,0
66.0641,21
66.2314,10
66.3985,17
66.5655,9
66.7323,20
66.8989,18
67.0653,0
67.2316,30
67.3977,0
67.5636,0
67.7293,12
67.8949,8
68.0603,8
68.2255,12
68.3906,14
68.5554,0
68.7202,13
68.8847,7
69.0491,0
69.2133,0
69.3774,17
69.5412,15
69.705,15
69.8685,0
70.0319,33
70.1951,28
70.3582,24
70.5211,0
70.6838,0
70.8464,0
71.0088,0
71.171,15
71.3331,0
71.4951,18
71.6568,0
71.8185,0
71.9799,0
72.1412,2
72.3023,16
72.4633,20
72.6242,23
72.7848,22
72.9453,0
73.1057,7
73.2659,17
73.426,25
73.5859,2
73.7456,0
73.9052,15
74.0647,0
74.224,0
74.3831,14
74.5421,17
74.7009,0
74.8596,24
75.0182,0
75.1766,0
75.3348,60
75.4929,0
75.6509,0
75.8087,0
75.9664,0
76.1239,8
76.2813,0
76.4385,13
76.5956,9
76.7525,0
76.9093,10
77.066,2
77.2225,19
77.3788,21
77.5351,0
77.6911,26
77.8471,12
78.0029,20
78.1586,8
78.3141,0
78.4695,0
78.6247,0
78.7798,0
78.9348,0
79.0896,0
79.2443,0
79.3989,0
79.5533,15
79.7076,19
79.8618,0
80.0158,13
80.1697,2
80.3234,13
80.477,15
80.6305,2
80.7838,0
80.9371,0
81.0901,0
81.2431,6
81.3959,0
81.5486,0
81.7012,0
81.8536,0
82.0059,0
82.1581,17
82.3101,29
82.462,1
82.6138,18
82.7654,13
82.917,9
83.0684,0
83.2196,21
83.3708,16
83.5218,14
83.6727,0
83.8234,0
83.9741,0
84.1246,2
84.275,0
84.4253,0
84.5754,4
84.7254,4
84.8753,15
85.0251,32
85.1747,0
85.3243,0
85.4737,9
85.623,13
85.7721,0
85.9212,17
86.0701,0
86.2189,4
86.3676,14
86.5161,0
86.6646,10
86.8129,0
86.9611,6
87.1092,10
87.2572,36
87.405,5
87.5527,0
87.7004,25
87.8479,36
87.9952,14
88.1425,0
88.2897,0
88.4367,4
88.5836,0
88.7304,0
88.8771,11
89.0237,5
89.1701,0
89.3165,12
89.4627,21
89.6089,32
89.7549,1
89.9008,11
90.0465,0
90.1922,7
90.3378,0
90.4832,0
90.6286,40
90.7738,19
90.9189,0
91.0639,3
91.2088,5
91.3536,47
91.4983,16
91.6429,0
91.7873,20
91.9317,11
92.0759,0
92.2201,0
92.3641,0
92.508,3
92.6518,0
92.7955,0
92.9391,2
93.0826,0
93.226,0
93.3693,28
93.5125,11
93.6555,2
93.7985,0
93.9414,12
94.0841,14
94.2268,2
94.3693,0
94.5118,0
94.6541,0
94.7964,0
94.9385,12
95.0805,4
95.2225,4
95.3643,30
95.506,13
95.6476,18
95.7892,17
95.9306,0
96.0719,6
96.2131,0
96.3543,4
96.4953,3
96.6362,0
96.777,0
96.9177,2
97.0584,0
97.1989,0
97.3393,18
97.4796,0
97.6199,0
97.76,0
97.9,14
98.04,0
98.1798,0
98.3195,0
98.4592,0
98.5987,0
98.7382,0
98.8775,0
99.0168,0
99.1559,6
99.295,4
99.434,14
99.5729,0
99.7116,42
99.8503,27
99.9889,4
100.127,0
100.266,5
100.404,32
100.542,0
100.68,9
100.818,8
100.956,0
101.094,20
101.232,0
101.37,0
101.507,0
101.645,0
101.782,11
101.919,0
102.057,42
102.194,7
102.331,17
102.468,5
102.605,11
102.741,2
102.878,0
103.014,0
103.151,0
103.287,16
103.424,0
103.56,0
103.696,0
103.832,16
103.968,19
104.104,0
104.24,0
104.375,0
104.511,39
104.646,17
104.782,0
104.917,0
105.052,0
105.188,11
105.323,0
105.458,0
105.592,32
105.727,24
105.862,10
105.997,17
106.131,0
106.266,4
106.4,10
106.534,6
106.669,0
106.803,6
106.937,0
107.071,6
107.205,0
107.338,0
107.472,12
107.606,0
107.739,17
107.873,15
108.006,5
108.139,10
108.273,0
108.406,29
108.539,0
108.672,0
108.805,6
108.938,14
109.07,0
109.203,0
109.336,0
109.468,11
109.6,2
109.733,0
109.865,25
109.997,14
110.129,27
110.261,0
110.393,0
110.525,12
110.657,8
110.788,11
110.92,0
111.052,0
111.183,0
111.314,27
111.446,0
111.577,0
111.708,11
111.839,0
111.97,9
112.101,4
112.232,0
112.363,0
112.493,0
112.624,2
112.754,9
112.885,0
113.015,7
113.145,0
113.276,0
113.406,0
113.536,14
113.666,3
113.796,0
113.926,17
114.055,9
114.185,10
114.315,4
114.444,0
114.574,0
114.703,24
114.832,0
114.962,0
115.091,4
115.22,7
115.349,26
115.478,0
115.607,8
115.735,0
115.864,0
115.993,0
116.121,0
116.25,0
116.378,14
116.507,27
116.635,0
116.763,0
116.891,16
117.019,0
117.147,0
117.275,0
117.403,0
117.531,0
117.659,30
117.786,13
117.914,0
118.041,15
118.169,6
118.296,13
118.423,0
118.551,0
118.678,0
118.805,0
118.932,0
119.059,0
119.186,10
119.312,12
119.439,0
119.566,1
119.692,20
119.819,10
119.945,0
120.072,0
120.198,24
120.324,0
120.451,12
120.577,16
120.703,0
120.829,0
120.955,13
121.08,30
121.206,0
121.332,0
121.458,6
121.583,0
121.709,0
121.834,16
121.959,0
122.085,0
122.21,0
122.335,25
122.46,0
122.585,0
122.71,8
122.835,29
122.96,52
123.085,14
123.209,0
123.334,19
123.459,14
123.583,0
123.708,0
123.832,14
123.956,0
124.081,16
124.205,0
124.329,6
124.453,0
124.577,1
124.701,18
124.825,11
124.949,0
125.072,0
125.196,0
125.32,18
125.443,3
125.567,0
125.69,26
125.814,2
125.937,5
126.06,16
126.183,0
126.306,0
126.429,26
126.552,17
126.675,0
126.798,0
126.921,17
127.044,0
127.166,0
127.289,7
127.412,0
127.534,34
127.657,14
127.779,0
127.901,17
128.023,20
128.146,7
128.268,0
128.39,0
128.512,0
128.634,14
128.756,0
128.878,24
128.999,0
129.121,0
129.243,14
129.364,10
129.486,16
129.607,0
129.729,14
129.85,0
129.971,0
130.092,35
130.214,43
130.335,6
130.456,0
130.577,15
130.698,5
130.819,7
130.939,0
131.06,0
131.181,0
131.302,15
131.422,0
131.543,13
131.663,11
131.784,0
131.904,0
132.024,10
132.144,0
132.265,0
132.385,0
132.505,14
132.625,0
132.745,0
132.865,7
132.985,0
133.104,0
133.224,0
133.344,0
133.463,14
133.583,0
133.702,1
133.822,0
133.941,0
134.061,0
134.18,0
134.299,0
134.418,8
134.537,3
134.656,11
134.775,6
134.894,32
135.013,0
135.132,5
135.251,5
135.369,0
135.488,0
135.607,16
135.725,10
135.844,0
135.962,0
136.081,11
136.199,0
136.317,11
136.436,0
136.554,3
136.672,25
136.79,13
136.908,8
137.026,5
137.144,15
137.262,8
137.379,0
137.497,14
137.615,18
137.733,17
137.85,0
137.968,0
138.085,1
138.203,0
138.32,0
138.437,0
138.555,5
138.672,17
138.789,0
138.906,0
139.023,20
139.14,1
139.257,0
139.374,0
139.491,0
139.608,19
139.724,0
139.841,0
139.958,0
140.074,20
140.191,4
140.307,0
140.424,7
140.54,2
140.657,16
140.773,31
140.889,0
141.005,3
141.121,0
141.237,0
141.353,6
141.469,6
141.585,0
141.701,0
141.817,0
141.933,30
142.049,32
142.164,0
142.28,0
142.396,28
142.511,0
142.627,0
142.742,19
142.857,0
142.973,0
143.088,6
143.203,19
143.318,2
143.434,0
143.549,12
143.664,6
143.779,0
143.894,1
144.008,0
144.123,3
144.238,30
144.353,3
144.468,0
144.582,0
144.697,24
144.811,16
144.926,0
145.04,0
145.155,10
145.269,0
145.383,24
145.498,30
145.612,0
145.726,12
145.84,26
145.954,0
146.068,38
146.182,25
146.296,0
146.41,0
146.524,0
146.638,3
146.751,0
146.865,0
146.979,12
147.092,0
147.206,7
147.319,0
147.433,6
147.546,2
147.66,0
147.773,16
147.886,14
148,16
148.113,9
148.226,0
148.339,0
148.452,1
148.565,17
148.678,0
148.791,6
148.904,0
149.016,14
149.129,2
149.242,0
149.355,13
149.467,0
149.58,19
149.692,29
149.805,10
149.917,9
150.03,0
150.142,0
150.254,10
150.367,4
150.479,0
150.591,0
150.703,0
150.815,0
150.927,0
151.039,0
151.151,6
151.263,0
151.375,0
151.487,2
151.599,6
151.711,0
151.822,6
151.934,3
152.045,6
152.157,6
152.269,0
152.38,5
152.491,7
152.603,0
152.714,2
152.825,25
152.937,0
153.048,4
153.159,0
153.27,12
153.381,34
153.492,0
153.603,0
153.714,6
153.825,4
153.936,8
154.047,15
154.158,3
154.268,0
154.379,0
154.49,0
154.6,0
154.711,4
154.822,0
154.932,0
155.042,2
155.153,0
155.263,0
155.374,16
155.484,6
155.594,0
155.704,0
155.814,12
155.924,6
156.035,0
156.145,34
156.255,0
156.364,16
156.474,0
156.584,0
156.694,4
156.804,0
156.914,0
157.023,11
157.133,0
157.243,4
157.352,21
157.462,0
157.571,7
157.681,0
157.79,0
157.899,3
158.009,1
158.118,26
158.227,0
158.336,0
158.446,0
158.555,0
158.664,8
158.773,0
158.882,0
158.991,29
159.1,0
159.209,0
159.317,3
159.426,0
159.535,7
159.644,21
159.752,1
159.861,15
159.97,13
160.078,0
160.187,7
160.295,11
160.404,0
160.512,16
160.62,11
160.729,8
160.837,1
160.945,0
161.053,14
161.162,0
161.27,0
161.378,1
161.486,6
161.594,13
161.702,0
161.81,0
161.918,0
162.026,0
162.133,36
162.241,0
162.349,1
162.457,15
162.564,0
162.672,26
162.779,0
162.887,0
162.994,0
163.102,0
163.209,4
163.317,13
163.424,11
163.531,0
163.639,10
163.746,1
163.853,1
163.96,0
164.067,3
164.175,9
164.282,15
164.389,24
164.496,0
164.603,12
164.709,0
164.816,0
164.923,3
165.03,14
165.137,0
165.243,2
165.35,23
165.457,0
165.563,4
165.67,23
165.776,5
165.883,3
165.989,0
166.096,5
166.202,21
166.309,24
166.415,0
166.521,6
166.627,21
166.734,5
166.84,11
166.946,6
167.052,2
167.158,0
167.264,0
167.37,12
167.476,11
167.582,1
167.688,2
167.794,7
167.899,15
168.005,8
168.111,1
168.217,0
