59.6745,0
59.7747,0
59.8749,42
59.9751,13
60.0753,0
60.1755,5
60.2757,20
60.3759,0
60.476,0
60.5762,12
60.6764,0
60.7766,0
60.8768,38
60.977,0
61.0772,7
61.1774,28
61.2776,11
61.3778,18
61.478,12
61.5782,12
61.6784,12
61.7785,28
61.8787,9
61.9789,0
62.0791,7
62.1793,0
62.2795,0
62.3797,36
62.4799,14
62.5801,2
62.6803,0
62.7805,32
62.8807,37
62.9809,0
63.0811,4
63.1812,18
63.2814,20
63.3816,14
63.4818,0
63.582,0
63.6822,3
63.7824,13
63.8826,0
63.9828,0
64.083,3
64.1832,0
64.2834,29
64.3836,28
64.4838,13
64.584,0
64.6841,11
64.7843,12
64.8845,0
64.9847,12
65.0849,6
65.1851,0
65.2853,0
65.3855,25
65.4857,20
65.5859,0
65.6861,9
65.7863,21
65.8865,32
65.9867,36
66.0869,16
66.1871,0
66.2872,4
66.3874,10
66.4876,12
66.5878,7
66.688,2
66.7882,10
66.8884,21
66.9886,24
67.0888,0
67.189,18
67.2892,0
67.3894,6
67.4896,0
67.5898,13
67.69,10
67.7902,7
67.8904,15
67.9906,0
68.0907,37
68.1909,7
68.2911,0
68.3913,2
68.4915,0
68.5917,0
68.6919,17
68.7921,0
68.8923,0
68.9925,0
69.0927,6
69.1929,0
69.2931,11
69.3933,0
69.4935,18
69.5937,4
69.6939,0
69.7941,0
69.8943,20
69.9945,2
70.0946,14
70.1948,0
70.295,0
70.3952,9
70.4954,22
70.5956,0
70.6958,2
70.796,6
70.8962,0
70.9964,0
71.0966,0
71.1968,4
71.297,7
71.3972,16
71.4974,15
71.5976,0
71.6978,9
71.798,31
71.8982,16
71.9984,11
72.0986,11
72.1988,13
72.299,20
72.3992,8
72.4993,3
72.5995,14
72.6997,10
72.7999,0
72.9001,0
73.0003,7
73.1005,5
73.2007,0
73.3009,13
73.4011,0
73.5013,0
73.6015,7
73.7017,14
73.8019,3
73.9021,27
74.0023,16
74.1025,15
74.2027,23
74.3029,1
74.4031,19
74.5033,10
74.6035,0
74.7037,33
74.8039,20
74.9041,12
75.0043,30
75.1045,0
75.2047,0
75.3049,20
75.4051,24
75.5053,17
75.6054,0
75.7056,0
75.8058,12
75.906,0
76.0062,0
76.1064,0
76.2066,2
76.3068,28
76.407,0
76.5072,0
76.6074,42
76.7076,0
76.8078,3
76.908,14
77.0082,0
77.1084,37
77.2086,9
77.3088,0
77.409,0
77.5092,15
77.6094,0
77.7096,3
77.8098,16
77.91,29
78.0102,26
78.1104,2
78.2106,13
78.3108,16
78.411,16
78.5112,22
78.6114,27
78.7116,6
78.8118,4
78.912,16
79.0122,27
79.1124,0
79.2126,3
79.3128,12
79.413,28
79.5132,27
79.6134,7
79.7136,0
79.8138,0
79.914,41
80.0142,46
80.1144,18
80.2146,0
80.3148,0
80.4149,0
80.5151,0
80.6153,3
80.7155,0
80.8157,18
80.9159,36
81.0161,9
81.1163,0
81.2165,0
81.3167,19
81.4169,0
81.5171,6
81.6173,4
81.7175,0
81.8177,22
81.9179,6
82.0181,10
82.1183,14
82.2185,0
82.3187,32
82.4189,2
82.5191,0
